file,label,feature,value,abs_value,prediction,confidence
real_1004.wav,real,MFCC_17_mean > 0.38,0.0996096762228537,0.0996096762228537,Real,1.0
real_1004.wav,real,MFCC_10_mean <,0.0839456436819398,0.0839456436819398,Real,1.0
real_1004.wav,real,MFCC_14_mean <,0.0824169784727397,0.0824169784727397,Real,1.0
real_1004.wav,real,MFCC_1_mean > 0.67,-0.07585204049382482,0.07585204049382482,Real,1.0
real_1004.wav,real,Contrast_band4_mean <,-0.07058820118526363,0.07058820118526363,Real,1.0
real_1004.wav,real,RMS_std <,0.07033273078151603,0.07033273078151603,Real,1.0
real_1004.wav,real,MFCC_11_mean <,0.0679589570975619,0.0679589570975619,Real,1.0
real_1004.wav,real,Contrast_band4_std <,0.0663575001496639,0.0663575001496639,Real,1.0
real_1004.wav,real,SpectralRolloff_mean > 0.49,0.06284073893857092,0.06284073893857092,Real,1.0
real_1004.wav,real,Chroma_std <,0.06002543421985106,0.06002543421985106,Real,1.0
real_1004.wav,real,MFCC_3_mean <,0.05895761861436704,0.05895761861436704,Real,1.0
real_1004.wav,real,MFCC_15_mean > 0.60,0.05827001597580952,0.05827001597580952,Real,1.0
real_1004.wav,real,MFCC_6_mean > 0.86,0.05675458970491275,0.05675458970491275,Real,1.0
real_1004.wav,real,MFCC_7_std > 0.59,0.04953624440139257,0.04953624440139257,Real,1.0
real_1004.wav,real,0.10 < SpectralBandwidth_mean <,-0.04619993305683668,0.04619993305683668,Real,1.0
real_1004.wav,real,ZCR_mean > 0.53,0.04482675461689979,0.04482675461689979,Real,1.0
real_1005.wav,real,MFCC_16_mean <,0.118010091822066,0.118010091822066,Real,0.9999993
real_1005.wav,real,MFCC_5_mean <,0.11270483524569735,0.11270483524569735,Real,0.9999993
real_1005.wav,real,MFCC_20_mean <,0.10576858844108145,0.10576858844108145,Real,0.9999993
real_1005.wav,real,MFCC_14_mean <,0.08450396479680097,0.08450396479680097,Real,0.9999993
real_1005.wav,real,MFCC_11_mean <,0.08447159487301883,0.08447159487301883,Real,0.9999993
real_1005.wav,real,MFCC_3_mean <,0.08279749348142706,0.08279749348142706,Real,0.9999993
real_1005.wav,real,MFCC_15_mean > 0.60,0.07629755363032883,0.07629755363032883,Real,0.9999993
real_1005.wav,real,MFCC_10_mean <,0.07255113278535849,0.07255113278535849,Real,0.9999993
real_1005.wav,real,RMS_std <,0.07188218369595666,0.07188218369595666,Real,0.9999993
real_1005.wav,real,MFCC_7_std > 0.59,0.06604471287640941,0.06604471287640941,Real,0.9999993
real_1005.wav,real,SpectralRolloff_mean > 0.49,0.05784168174243809,0.05784168174243809,Real,0.9999993
real_1005.wav,real,MFCC_4_mean <,-0.056185925329847584,0.056185925329847584,Real,0.9999993
real_1005.wav,real,ZCR_mean > 0.53,0.05486813131228822,0.05486813131228822,Real,0.9999993
real_1005.wav,real,Chroma_std <,0.053913782524998094,0.053913782524998094,Real,0.9999993
real_1005.wav,real,MFCC_5_std > 0.74,-0.05104236566811283,0.05104236566811283,Real,0.9999993
real_1005.wav,real,MFCC_19_mean <,-0.04811126739793796,0.04811126739793796,Real,0.9999993
real_1005.wav,real,MFCC_9_mean <,0.047829123812056805,0.047829123812056805,Real,0.9999993
real_1005.wav,real,Contrast_band5_mean <,-0.04069847767876159,0.04069847767876159,Real,0.9999993
real_1005.wav,real,-0.62 < Contrast_band2_mean <,0.03603942543280124,0.03603942543280124,Real,0.9999993
real_1005.wav,real,Tonnetz_1_mean <,-0.030785320394715262,0.030785320394715262,Real,0.9999993
real_1006.wav,real,MFCC_16_mean <,0.13216938440470874,0.13216938440470874,Real,1.0
real_1006.wav,real,SpectralBandwidth_mean > 0.69,-0.12616047220694418,0.12616047220694418,Real,1.0
real_1006.wav,real,MFCC_18_mean <,0.10974461991298577,0.10974461991298577,Real,1.0
real_1006.wav,real,MFCC_20_mean <,0.10368407293945783,0.10368407293945783,Real,1.0
real_1006.wav,real,MFCC_14_mean <,0.09941880097624947,0.09941880097624947,Real,1.0
real_1006.wav,real,MFCC_17_mean > 0.38,0.09390157946083766,0.09390157946083766,Real,1.0
real_1006.wav,real,MFCC_5_mean <,0.09089107065224865,0.09089107065224865,Real,1.0
real_1006.wav,real,MFCC_7_mean <,0.08437255698626644,0.08437255698626644,Real,1.0
real_1006.wav,real,MFCC_11_mean <,0.07926144167143237,0.07926144167143237,Real,1.0
real_1006.wav,real,MFCC_18_std > 0.47,0.0789266554495502,0.0789266554495502,Real,1.0
real_1006.wav,real,MFCC_2_mean <,-0.07864921791249863,0.07864921791249863,Real,1.0
real_1006.wav,real,Chroma_mean > 0.53,-0.07785289444003204,0.07785289444003204,Real,1.0
real_1006.wav,real,MFCC_15_mean > 0.60,0.07272603786868564,0.07272603786868564,Real,1.0
real_1006.wav,real,MFCC_10_mean <,0.07103209556188733,0.07103209556188733,Real,1.0
real_1006.wav,real,MFCC_9_std <,0.07007612984375405,0.07007612984375405,Real,1.0
real_1006.wav,real,Chroma_std <,0.06286280041794173,0.06286280041794173,Real,1.0
real_1006.wav,real,RMS_std <,0.061922722991020675,0.061922722991020675,Real,1.0
real_1006.wav,real,MFCC_3_mean <,0.05901961209101266,0.05901961209101266,Real,1.0
real_1006.wav,real,MFCC_4_mean > 0.67,0.05702084598383117,0.05702084598383117,Real,1.0
real_1006.wav,real,ZCR_mean > 0.53,0.05548568951586695,0.05548568951586695,Real,1.0
real_1007.wav,real,MFCC_5_mean <,0.1231779810834049,0.1231779810834049,Real,0.9999999
real_1007.wav,real,SpectralBandwidth_mean <,0.11545068736559057,0.11545068736559057,Real,0.9999999
real_1007.wav,real,MFCC_10_mean <,0.10447934353467,0.10447934353467,Real,0.9999999
real_1007.wav,real,MFCC_20_mean <,0.09016626035399637,0.09016626035399637,Real,0.9999999
real_1007.wav,real,MFCC_1_mean <,0.08567276612813829,0.08567276612813829,Real,0.9999999
real_1007.wav,real,MFCC_11_mean <,0.07864683262936456,0.07864683262936456,Real,0.9999999
real_1007.wav,real,MFCC_15_mean > 0.60,0.07352033600355723,0.07352033600355723,Real,0.9999999
real_1007.wav,real,RMS_std <,0.0726615627178518,0.0726615627178518,Real,0.9999999
real_1007.wav,real,MFCC_2_mean > 0.63,0.07152805894129709,0.07152805894129709,Real,0.9999999
real_1007.wav,real,Chroma_mean > 0.53,-0.07141651074858982,0.07141651074858982,Real,0.9999999
real_1007.wav,real,MFCC_18_std <,-0.06715496432478506,0.06715496432478506,Real,0.9999999
real_1007.wav,real,MFCC_4_mean <,-0.06435651853256931,0.06435651853256931,Real,0.9999999
real_1007.wav,real,SpectralRolloff_std <,0.05921163078192408,0.05921163078192408,Real,0.9999999
real_1007.wav,real,RMS_mean <,0.05798861919459674,0.05798861919459674,Real,0.9999999
real_1007.wav,real,MFCC_3_mean <,0.05623589052131926,0.05623589052131926,Real,0.9999999
real_1007.wav,real,MFCC_7_std > 0.59,0.05486413833786218,0.05486413833786218,Real,0.9999999
real_1007.wav,real,Chroma_std <,0.05437226746114558,0.05437226746114558,Real,0.9999999
real_1007.wav,real,Contrast_band4_std <,0.05143047069684992,0.05143047069684992,Real,0.9999999
real_1007.wav,real,MFCC_9_std <,0.050198707303106875,0.050198707303106875,Real,0.9999999
real_1007.wav,real,ZCR_mean > 0.53,0.04995701502332267,0.04995701502332267,Real,0.9999999
real_1008.wav,real,MFCC_18_mean <,0.12272615525236451,0.12272615525236451,Real,1.0
real_1008.wav,real,MFCC_16_mean <,0.1203749771181572,0.1203749771181572,Real,1.0
real_1008.wav,real,MFCC_7_mean <,0.11385736502046119,0.11385736502046119,Real,1.0
real_1008.wav,real,MFCC_5_mean <,0.10058260159911116,0.10058260159911116,Real,1.0
real_1008.wav,real,MFCC_14_mean <,0.09651671185921457,0.09651671185921457,Real,1.0
real_1008.wav,real,MFCC_20_mean <,0.09476884716039272,0.09476884716039272,Real,1.0
real_1008.wav,real,MFCC_17_mean > 0.38,0.09244528939075412,0.09244528939075412,Real,1.0
real_1008.wav,real,MFCC_10_mean <,0.08804065986562347,0.08804065986562347,Real,1.0
real_1008.wav,real,MFCC_9_std <,0.0832222731006617,0.0832222731006617,Real,1.0
real_1008.wav,real,RMS_std <,0.07565914611899105,0.07565914611899105,Real,1.0
real_1008.wav,real,MFCC_3_mean <,0.07130789834496651,0.07130789834496651,Real,1.0
real_1008.wav,real,MFCC_11_mean <,0.06924867061838105,0.06924867061838105,Real,1.0
real_1008.wav,real,MFCC_4_std > 0.66,0.06725237460279075,0.06725237460279075,Real,1.0
real_1008.wav,real,MFCC_15_mean > 0.60,0.062080431512576244,0.062080431512576244,Real,1.0
real_1008.wav,real,ZCR_mean > 0.53,0.06159255565251615,0.06159255565251615,Real,1.0
real_1008.wav,real,Chroma_mean > 0.53,-0.057188711210847225,0.057188711210847225,Real,1.0
real_1008.wav,real,MFCC_18_std > 0.47,0.05662774537729711,0.05662774537729711,Real,1.0
real_1008.wav,real,MFCC_4_mean > 0.67,0.05184811297919916,0.05184811297919916,Real,1.0
real_1008.wav,real,MFCC_6_mean > 0.86,0.05041055491429863,0.05041055491429863,Real,1.0
real_1008.wav,real,Chroma_std <,0.047828047561727115,0.047828047561727115,Real,1.0
real_1009.wav,real,MFCC_16_mean <,0.12736081289287274,0.12736081289287274,Real,1.0
real_1009.wav,real,SpectralBandwidth_mean > 0.69,-0.11690260352339028,0.11690260352339028,Real,1.0
real_1009.wav,real,MFCC_7_mean <,0.11498620484138086,0.11498620484138086,Real,1.0
real_1009.wav,real,MFCC_5_mean <,0.1037344086417959,0.1037344086417959,Real,1.0
real_1009.wav,real,MFCC_20_mean <,0.10050458870213072,0.10050458870213072,Real,1.0
real_1009.wav,real,MFCC_14_mean <,0.08673742027914942,0.08673742027914942,Real,1.0
real_1009.wav,real,MFCC_17_mean > 0.38,0.08625376883857057,0.08625376883857057,Real,1.0
real_1009.wav,real,MFCC_15_mean > 0.60,0.07931327622734093,0.07931327622734093,Real,1.0
real_1009.wav,real,MFCC_10_mean <,0.0713154371575222,0.0713154371575222,Real,1.0
real_1009.wav,real,MFCC_11_mean <,0.06961141466368491,0.06961141466368491,Real,1.0
real_1009.wav,real,MFCC_3_std <,0.06910775311650384,0.06910775311650384,Real,1.0
real_1009.wav,real,MFCC_6_mean > 0.86,0.0679130301568525,0.0679130301568525,Real,1.0
real_1009.wav,real,RMS_mean <,0.0657482898334694,0.0657482898334694,Real,1.0
real_1009.wav,real,Contrast_band5_mean <,-0.06416530243255436,0.06416530243255436,Real,1.0
real_1009.wav,real,RMS_std <,0.05827405810585754,0.05827405810585754,Real,1.0
real_1009.wav,real,Chroma_std <,0.05819671017069501,0.05819671017069501,Real,1.0
real_1009.wav,real,MFCC_3_mean <,0.05723885862733988,0.05723885862733988,Real,1.0
real_1009.wav,real,MFCC_9_std <,0.05621218314059535,0.05621218314059535,Real,1.0
real_1009.wav,real,ZCR_mean > 0.53,0.05398475806407732,0.05398475806407732,Real,1.0
real_1009.wav,real,SpectralRolloff_mean > 0.49,0.052841813135447536,0.052841813135447536,Real,1.0
real_1010.wav,real,MFCC_16_mean <,0.1288546225107874,0.1288546225107874,Real,1.0
real_1010.wav,real,SpectralBandwidth_mean > 0.69,-0.11937527862928808,0.11937527862928808,Real,1.0
real_1010.wav,real,MFCC_5_mean <,0.11273361433199838,0.11273361433199838,Real,1.0
real_1010.wav,real,MFCC_7_mean <,0.10618606552653216,0.10618606552653216,Real,1.0
real_1010.wav,real,MFCC_20_mean <,0.10388170686356106,0.10388170686356106,Real,1.0
real_1010.wav,real,MFCC_17_mean > 0.38,0.09756384583785707,0.09756384583785707,Real,1.0
real_1010.wav,real,MFCC_10_mean <,0.08751992258248201,0.08751992258248201,Real,1.0
real_1010.wav,real,MFCC_14_mean <,0.08241145457220228,0.08241145457220228,Real,1.0
real_1010.wav,real,MFCC_15_mean > 0.60,0.06979360132960429,0.06979360132960429,Real,1.0
real_1010.wav,real,MFCC_4_mean > 0.67,0.06792681012651611,0.06792681012651611,Real,1.0
real_1010.wav,real,MFCC_3_mean <,0.06772747213307728,0.06772747213307728,Real,1.0
real_1010.wav,real,Contrast_band4_std <,0.06588759665350413,0.06588759665350413,Real,1.0
real_1010.wav,real,MFCC_2_mean <,-0.06530418889610308,0.06530418889610308,Real,1.0
real_1010.wav,real,SpectralRolloff_std <,0.06445713841416892,0.06445713841416892,Real,1.0
real_1010.wav,real,RMS_std <,0.06382384348679952,0.06382384348679952,Real,1.0
real_1010.wav,real,MFCC_6_mean > 0.86,0.06312988618045769,0.06312988618045769,Real,1.0
real_1010.wav,real,Chroma_mean > 0.53,-0.06195923515008681,0.06195923515008681,Real,1.0
real_1010.wav,real,Contrast_band4_mean <,-0.05966102626020827,0.05966102626020827,Real,1.0
real_1010.wav,real,RMS_mean <,0.059391063361460425,0.059391063361460425,Real,1.0
real_1010.wav,real,MFCC_11_mean <,0.052054962960494666,0.052054962960494666,Real,1.0
real_1011.wav,real,MFCC_16_mean <,0.12954549729834053,0.12954549729834053,Real,0.9999999
real_1011.wav,real,SpectralBandwidth_mean > 0.69,-0.1184274266214507,0.1184274266214507,Real,0.9999999
real_1011.wav,real,MFCC_1_mean <,0.10907780291760102,0.10907780291760102,Real,0.9999999
real_1011.wav,real,MFCC_7_mean <,0.10748918118978353,0.10748918118978353,Real,0.9999999
real_1011.wav,real,MFCC_5_mean <,0.1052834893025292,0.1052834893025292,Real,0.9999999
real_1011.wav,real,MFCC_17_mean > 0.38,0.09692631148815621,0.09692631148815621,Real,0.9999999
real_1011.wav,real,MFCC_18_mean <,0.09658526108211613,0.09658526108211613,Real,0.9999999
real_1011.wav,real,MFCC_20_mean <,0.09039271503122985,0.09039271503122985,Real,0.9999999
real_1011.wav,real,MFCC_14_mean <,0.08468489466110352,0.08468489466110352,Real,0.9999999
real_1011.wav,real,MFCC_15_mean > 0.60,0.0808545037507064,0.0808545037507064,Real,0.9999999
real_1011.wav,real,Chroma_mean > 0.53,-0.07631953127154778,0.07631953127154778,Real,0.9999999
